Tietuetunnus,Ajopäivämäärä,Postinumero,Postinumeron nimi suomeksi,Postinumeron nimi ruotsiksi,Postinumeron nimen lyhenne suomeksi,Postinumeron nimen lyhenne ruotsiksi,Voimaantulopäivämäärä,Tyyppikoodi,Hallinnollisen alueen koodi ,Hallinnollisen alueen nimi suomeksi,Hallinnollisen alueen ruotsiksi,Kunnan koodi,Kunnan nimi suomeksi,Kunnan nimi ruotsiksi,Kunnan kielisuhdekoodi
PONOT,20200721,83430,KÄSÄMÄ,KÄSÄMÄ,,,19881101,1,FI1D3,Pohjois-Karjala,Norra Karelen,426,Liperi,Liperi,1
PONOT,20200721,04350,NAHKELA,NAHKELA,,,19880321,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,858,Tuusula,Tusby,1
PONOT,20200721,10211,INKOO,INGÅ,,,19970203,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,149,Inkoo,Ingå,2
PONOT,20200721,33311,TAMPERE,TAMPERE,,,19950717,2,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,37105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI197,Pirkanmaa,Birkaland,536,Nokia,Nokia,1
PONOT,20200721,47710,JAALA,JAALA,,,19881101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,52550,HIRVENSALMI,HIRVENSALMI,,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,097,Hirvensalmi,Hirvensalmi,1
PONOT,20200721,58770,PIHLAJALAHTI,PIHLAJALAHTI,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200721,67300,KOKKOLA,KARLEBY,KLA,KABY,19961118,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,272,Kokkola,Karleby,2
PONOT,20200721,71570,SYVÄNNIEMI,SYVÄNNIEMI,,,19881101,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,76130,PIEKSÄMÄKI,PIEKSÄMÄKI,PMK,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,593,Pieksämäki,Pieksämäki,1
PONOT,20200721,95130,HYRYOJA,HYRYOJA,,,19870501,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,139,Ii,Ii,1
PONOT,20200721,97690,SULAOJA,SULAOJA,,,19881101,1,FI1D7,Lappi,Lappland,698,Rovaniemi,Rovaniemi,1
PONOT,20200721,99871,INARI,INARI,,,19950929,2,FI1D7,Lappi,Lappland,148,Inari,Enare,1
PONOT,20200721,01720,VANTAA,VANDA,,,19981204,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,04740,SÄLINKÄÄ,SÄLINKÄÄ,,,19860101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,505,Mäntsälä,Mäntsälä,1
PONOT,20200721,10600,TAMMISAARI,EKENÄS,TMS,,19861001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,710,Raasepori,Raseborg,2
PONOT,20200721,29600,NOORMARKKU,NOORMARKKU,,,19881101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,29901,MERIKARVIA,MERIKARVIA,,,19970210,2,FI196,Satakunta,Satakunda,484,Merikarvia,Sastmola,1
PONOT,20200721,33530,TAMPERE,TAMPERE,TRE,,19881101,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,37551,LEMPÄÄLÄ,LEMPÄÄLÄ,,,19950828,2,FI197,Pirkanmaa,Birkaland,418,Lempäälä,Lempäälä,1
PONOT,20200721,37850,METSÄKANSA,METSÄKANSA,,,19860101,1,FI197,Pirkanmaa,Birkaland,908,Valkeakoski,Valkeakoski,1
PONOT,20200721,41310,LEPPÄVESI,LEPPÄVESI,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,410,Laukaa,Laukaa,1
PONOT,20200721,64240,BÖLE,BÖLE,,,19861001,1,FI195,Pohjanmaa,Österbotten,545,Närpiö,Närpes,4
PONOT,20200721,68370,ULLAVA,ULLAVA,,,19961101,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,272,Kokkola,Karleby,2
PONOT,20200721,95330,TERVOLA,TERVOLA,,,19860101,1,FI1D7,Lappi,Lappland,845,Tervola,Tervola,1
PONOT,20200721,97895,MOURUJÄRVI,MOURUJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,614,Posio,Posio,1
PONOT,20200721,98350,TAPIONNIEMI,TAPIONNIEMI,,,19860101,1,FI1D7,Lappi,Lappland,320,Kemijärvi,Kemijärvi,1
PONOT,20200721,15560,NASTOLA,NASTOLA,,,19881101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200721,20201,TURKU,ÅBO,,,19951101,2,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200721,22520,KASTELHOLM,KASTELHOLM,,,19890801,1,FI200,Ahvenanmaa,Åland,771,Sund,Sund,4
PONOT,20200721,27820,SÄKYLÄ,SÄKYLÄ,,,20030101,1,FI196,Satakunta,Satakunda,783,Säkylä,Säkylä,1
PONOT,20200721,33821,TAMPERE,TAMPERE,,,19950803,2,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,41530,VENERANTA,VENERANTA,,,19900501,1,FI193,Keski-Suomi,Mellersta Finland,077,Hankasalmi,Hankasalmi,1
PONOT,20200721,62301,HÄRMÄ,HÄRMÄ,,,19960920,2,FI194,Etelä-Pohjanmaa,Södra Österbotten,233,Kauhava,Kauhava,1
PONOT,20200721,65230,VAASA,VASA,VSA,VSA,19970228,1,FI195,Pohjanmaa,Österbotten,905,Vaasa,Vasa,2
PONOT,20200721,65520,HELSINGBY,HELSINGBY,,,19861001,1,FI195,Pohjanmaa,Österbotten,499,Mustasaari,Korsholm,2
PONOT,20200721,81430,KIVILAHTI,KIVILAHTI,,,19860101,1,FI1D3,Pohjois-Karjala,Norra Karelen,146,Ilomantsi,Ilomants,1
PONOT,20200721,85210,KÄHTÄVÄ,KÄHTÄVÄ,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,009,Alavieska,Alavieska,1
PONOT,20200721,85730,TULPPO,TULPPO,,,19990510,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,069,Haapajärvi,Haapajärvi,1
PONOT,20200721,93187,ALA-SIURUA,ALA-SIURUA,,,19960502,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,615,Pudasjärvi,Pudasjärvi,1
PONOT,20200721,23120,MIETOINEN,MIETOINEN,,,19961107,1,FI1C1,Varsinais-Suomi,Egentliga Finland,503,Mynämäki,Mynämäki,1
PONOT,20200721,23840,SOUKAINEN,SOUKAINEN,,,19880501,1,FI1C1,Varsinais-Suomi,Egentliga Finland,400,Laitila,Laitila,1
PONOT,20200721,28330,PORI,PORI,PR,,19861101,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200721,54940,SOLKEI,SOLKEI,,,19860101,1,FI1C5,Etelä-Karjala,Södra Karelen,831,Taipalsaari,Taipalsaari,1
PONOT,20200721,66220,BERGÖ,BERGÖ,,,19970926,1,FI195,Pohjanmaa,Österbotten,475,Maalahti,Malax,2
PONOT,20200721,86301,OULAINEN,OULAINEN,,,19951103,2,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,563,Oulainen,Oulainen,1
PONOT,20200721,93601,KUUSAMO,KUUSAMO,,,19970317,2,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,305,Kuusamo,Kuusamo,1
PONOT,20200721,97430,TAAPAJÄRVI,TAAPAJÄRVI,,,19881101,1,FI1D7,Lappi,Lappland,698,Rovaniemi,Rovaniemi,1
PONOT,20200721,22160,MARIEHAMN,MARIEHAMN,,,20021008,1,FI200,Ahvenanmaa,Åland,478,Maarianhamina,Mariehamn,4
PONOT,20200721,00910,HELSINKI,HELSINGFORS,HKI,HFORS,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02600,ESPOO,ESBO,,,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,07601,MYRSKYLÄ,MÖRSKOM,,,19961213,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,504,Myrskylä,Mörskom,2
PONOT,20200721,13800,KATINALA,KATINALA,,,19960901,1,FI1C2,Kanta-Häme,Egentliga Tavastland,082,Hattula,Hattula,1
PONOT,20200721,20761,PIISPANRISTI,PIISPANRISTI,,,19951101,2,FI1C1,Varsinais-Suomi,Egentliga Finland,202,Kaarina,S:t Karins,1
PONOT,20200721,50520,MIKKELI,MIKKELI,MLI,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200721,55801,IMATRA,IMATRA,,,19960308,2,FI1C5,Etelä-Karjala,Södra Karelen,153,Imatra,Imatra,1
PONOT,20200721,61401,YLISTARO,YLISTARO,,,19960920,2,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,61710,PENTINMÄKI,PENTINMÄKI,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,301,Kurikka,Kurikka,1
PONOT,20200721,64300,LAPVÄÄRTTI,LAPPFJÄRD,,,19970825,1,FI195,Pohjanmaa,Österbotten,287,Kristiinankaupunki,Kristinestad,2
PONOT,20200721,69660,KÖYHÄJOKI,KÖYHÄJOKI,,,19860101,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,236,Kaustinen,Kaustby,1
PONOT,20200721,70111,KUOPIO,KUOPIO,,,19970101,2,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,80141,JOENSUU,JOENSUU,JS,,19860101,2,FI1D3,Pohjois-Karjala,Norra Karelen,167,Joensuu,Joensuu,1
PONOT,20200721,83720,KUOREVAARA,KUOREVAARA,,,19880101,1,FI1D3,Pohjois-Karjala,Norra Karelen,607,Polvijärvi,Polvijärvi,1
PONOT,20200721,02770,ESPOO,ESBO,,,19970314,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,07930,PERNAJA,PERNÅ,,,19870501,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,434,Loviisa,Lovisa,2
PONOT,20200721,14680,ALVETTULA,ALVETTULA,,,19980608,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,19670,MIESKONMÄKI,MIESKONMÄKI,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,172,Joutsa,Joutsa,1
PONOT,20200721,35801,MÄNTTÄ,MÄNTTÄ,,,19961029,2,FI197,Pirkanmaa,Birkaland,508,Mänttä-Vilppula,Mänttä-Vilppula,1
PONOT,20200721,39530,KILVAKKALA,KILVAKKALA,,,19861001,1,FI197,Pirkanmaa,Birkaland,143,Ikaalinen,Ikalis,1
PONOT,20200721,43560,VAHANKA,VAHANKA,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,226,Karstula,Karstula,1
PONOT,20200721,74300,SONKAJÄRVI,SONKAJÄRVI,,,19881101,1,FI1D2,Pohjois-Savo,Norra Savolax,762,Sonkajärvi,Sonkajärvi,1
PONOT,20200721,80790,KONTIORANTA,KONTIORANTA,,,19860401,1,FI1D3,Pohjois-Karjala,Norra Karelen,276,Kontiolahti,Kontiolahti,1
PONOT,20200721,83960,KOLI,KOLI,,,19860901,1,FI1D3,Pohjois-Karjala,Norra Karelen,422,Lieksa,Lieksa,1
PONOT,20200721,99470,KARESUVANTO,KARESUVANTO,,,19970107,1,FI1D7,Lappi,Lappland,047,Enontekiö,Enontekis,1
PONOT,20200721,00023,VALTIONEUVOSTO,STATSRÅDET,,,20000101,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00341,HELSINKI,HELSINGFORS,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00520,HELSINKI,HELSINGFORS,HKI,HFORS,19970124,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02150,ESPOO,ESBO,,,19880622,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,08700,LOHJA,LOJO,,,20060929,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,444,Lohja,Lojo,2
PONOT,20200721,15151,LAHTI,LAHTI,,,20001129,2,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200721,36520,RAIKKU,RAIKKU,,,19871101,1,FI197,Pirkanmaa,Birkaland,211,Kangasala,Kangasala,1
PONOT,20200721,39990,ALKKIA,ALKKIA,,,19860101,1,FI196,Satakunta,Satakunda,230,Karvia,Karvia,1
PONOT,20200721,44200,SUOLAHTI,SUOLAHTI,,,19881101,1,FI193,Keski-Suomi,Mellersta Finland,992,Äänekoski,Äänekoski,1
PONOT,20200721,48750,KOTKA,KOTKA,,,19980415,1,FI1C4,Kymenlaakso,Kymmenedalen,285,Kotka,Kotka,1
PONOT,20200721,64100,KRISTIINANKAUPUNKI,KRISTINESTAD,KRS,KRS,19860101,1,FI195,Pohjanmaa,Österbotten,287,Kristiinankaupunki,Kristinestad,2
PONOT,20200721,68600,PIETARSAARI,JAKOBSTAD,PRS,JBST,19860101,1,FI195,Pohjanmaa,Österbotten,598,Pietarsaari,Jakobstad,2
PONOT,20200721,74700,KIURUVESI,KIURUVESI,,,19881101,1,FI1D2,Pohjois-Savo,Norra Savolax,263,Kiuruvesi,Kiuruvesi,1
PONOT,20200721,91780,NEITTÄVÄ,NEITTÄVÄ,,,19860101,1,FI1D4,Kainuu,Kajanaland,785,Vaala,Vaala,1
PONOT,20200721,95421,TORNIO,TORNIO,,,19970901,2,FI1D7,Lappi,Lappland,851,Tornio,Torneå,1
PONOT,20200721,98560,KAIRALA,KAIRALA,,,19860101,1,FI1D7,Lappi,Lappland,583,Pelkosenniemi,Pelkosenniemi,1
PONOT,20200721,99690,VUOTSO,VUOTSO,,,19970820,1,FI1D7,Lappi,Lappland,758,Sodankylä,Sodankylä,1
PONOT,20200721,00025,IF,IF,,,20020204,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00661,HELSINKI,HELSINGFORS,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00770,HELSINKI,HELSINGFORS,HKI,HFORS,19890101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02340,ESPOO,ESBO,,,19960318,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,21670,PÄRNÄINEN,PÄRNÄS,,,19890401,1,FI1C1,Varsinais-Suomi,Egentliga Finland,445,Parainen,Pargas,2
PONOT,20200721,31401,SOMERO,SOMERO,,,19950703,2,FI1C1,Varsinais-Suomi,Egentliga Finland,761,Somero,Somero,1
PONOT,20200721,68940,LILLBY,LILLBY,,,19861001,1,FI195,Pohjanmaa,Österbotten,599,Pedersöre,Pedersöre,1
PONOT,20200721,88620,KORHOLANMÄKI,KORHOLANMÄKI,,,19950103,1,FI1D4,Kainuu,Kajanaland,765,Sotkamo,Sotkamo,1
PONOT,20200721,92220,PIEHINKI,PIEHINKI,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,678,Raahe,Brahestad,1
PONOT,20200721,95655,ETELÄ-PORTIMOJÄRVI,ETELÄ-PORTIMOJÄRVI,ET-PORTIMOJ,,19860101,1,FI1D7,Lappi,Lappland,976,Ylitornio,Övertorneå,1
PONOT,20200721,98901,SALLA,SALLA,,,19950929,2,FI1D7,Lappi,Lappland,732,Salla,Salla,1
PONOT,20200721,00093,VALO,VALO,,,20130101,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,16300,ORIMATTILA,ORIMATTILA,,,19881101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,560,Orimattila,Orimattila,1
PONOT,20200721,27501,KAUTTUA,KAUTTUA,,,19880101,2,FI196,Satakunta,Satakunda,050,Eura,Eura,1
PONOT,20200721,34550,ITÄ-AURE,ITÄ-AURE,,,19860101,1,FI197,Pirkanmaa,Birkaland,980,Ylöjärvi,Ylöjärvi,1
PONOT,20200721,35240,RISTAKALLIO,RISTAKALLIO,,,19860101,1,FI197,Pirkanmaa,Birkaland,562,Orivesi,Orivesi,1
PONOT,20200721,38970,LAUHALA,LAUHALA,,,19860101,1,FI196,Satakunta,Satakunda,099,Honkajoki,Honkajoki,1
PONOT,20200721,53950,LAPPEENRANTA,LAPPEENRANTA,LPR,,19881101,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200721,59610,TARNALA,TARNALA,,,19980516,1,FI1C5,Etelä-Karjala,Södra Karelen,580,Parikkala,Parikkala,1
PONOT,20200721,62740,KOSKENVARSI,KOSKENVARSI,,,19980701,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,005,Alajärvi,Alajärvi,1
PONOT,20200721,63130,MÄYRY,MÄYRY,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,300,Kuortane,Kuortane,1
PONOT,20200721,72350,PIENOLA,PIENOLA,,,19880501,1,FI1D2,Pohjois-Savo,Norra Savolax,921,Vesanto,Vesanto,1
PONOT,20200721,77570,JÄPPILÄ,JÄPPILÄ,,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,593,Pieksämäki,Pieksämäki,1
PONOT,20200721,82290,NIEMINEN,NIEMINEN,,,19960520,1,FI1D3,Pohjois-Karjala,Norra Karelen,707,Rääkkylä,Rääkkylä,1
PONOT,20200721,86601,HAAPAVESI,HAAPAVESI,,,19960101,2,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,071,Haapavesi,Haapavesi,1
PONOT,20200721,92640,LESKELÄ,LESKELÄ,,,19970201,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,791,Siikalatva,Siikalatva,1
PONOT,20200721,95860,PASMAJÄRVI,PASMAJÄRVI,,,19860101,1,FI1D7,Lappi,Lappland,273,Kolari,Kolari,1
PONOT,20200721,99180,RAUTUSJÄRVI,RAUTUSJÄRVI,,,19940701,1,FI1D7,Lappi,Lappland,261,Kittilä,Kittilä,1
PONOT,20200721,00190,HELSINKI,HELSINGFORS,HKI,HFORS,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,11130,RIIHIMÄKI,RIIHIMÄKI,RMK,,19881001,1,FI1C2,Kanta-Häme,Egentliga Tavastland,694,Riihimäki,Riihimäki,1
PONOT,20200721,12640,JOKINIEMI,JOKINIEMI,,,19880101,1,FI1C2,Kanta-Häme,Egentliga Tavastland,433,Loppi,Loppi,1
PONOT,20200721,16801,HÄMEENKOSKI,HÄMEENKOSKI,,,19950105,2,FI1C3,Päijät-Häme,Päijänne-Tavastland,098,Hollola,Hollola,1
PONOT,20200721,46110,TUOHIKOTTI,TUOHIKOTTI,,,19880506,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200721,60420,SEINÄJOKI,SEINÄJOKI,SJK,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200721,63501,LEHTIMÄKI,LEHTIMÄKI,,,19960920,2,FI194,Etelä-Pohjanmaa,Södra Österbotten,005,Alajärvi,Alajärvi,1
PONOT,20200721,91260,PAHKAKOSKI,PAHKAKOSKI,,,19870501,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200721,01305,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200721,03850,PUSULA,PUSULA,,,19961025,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,444,Lohja,Lojo,2
PONOT,20200721,13220,HÄMEENLINNA,HÄMEENLINNA,HML,,19881001,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200721,17470,MAAKESKI,MAAKESKI,,,19860101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,576,Padasjoki,Padasjoki,1
PONOT,20200721,21430,YLISKULMA,YLISKULMA,,,19900501,1,FI1C1,Varsinais-Suomi,Egentliga Finland,423,Lieto,Lundo,1
PONOT,20200721,25610,YLÖNKYLÄ,YLÖNKYLÄ,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,734,Salo,Salo,1
PONOT,20200721,38750,VENESKOSKI,VENESKOSKI,,,19880113,1,FI196,Satakunta,Satakunda,214,Kankaanpää,Kankaanpää,1
PONOT,20200721,41920,KINTAUS,KINTAUS,,,20000413,1,FI193,Keski-Suomi,Mellersta Finland,592,Petäjävesi,Petäjävesi,1
PONOT,20200721,51900,JUVA,JUVA,,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,178,Juva,Juva,1
PONOT,20200721,58350,VILLALA,VILLALA,,,19880101,1,FI1D3,Pohjois-Karjala,Norra Karelen,260,Kitee,Kitee,1
PONOT,20200721,61230,LUOPA,LUOPA,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,301,Kurikka,Kurikka,1
PONOT,20200721,66500,VÄHÄKYRÖ,LILLKYRO,,,20150131,1,FI195,Pohjanmaa,Österbotten,905,Vaasa,Vasa,2
PONOT,20200721,70900,TOIVALA,TOIVALA,,,19960502,1,FI1D2,Pohjois-Savo,Norra Savolax,749,Siilinjärvi,Siilinjärvi,1
PONOT,20200721,79255,KURJALA,KURJALA,,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,420,Leppävirta,Leppävirta,1
PONOT,20200721,62160,KARHUNKYLÄ,KARHUNKYLÄ,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,408,Lapua,Lappo,1
PONOT,20200721,64830,VILLAMO,VILLAMO,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,151,Isojoki,Storå,1
PONOT,20200721,74380,JYRKKÄ,JYRKKÄ,,,19960624,1,FI1D2,Pohjois-Savo,Norra Savolax,762,Sonkajärvi,Sonkajärvi,1
PONOT,20200721,74840,KOPPELOHARJU,KOPPELOHARJU,,,19860101,1,FI1D2,Pohjois-Savo,Norra Savolax,263,Kiuruvesi,Kiuruvesi,1
PONOT,20200721,84100,YLIVIESKA,YLIVIESKA,YLV,,19970428,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,977,Ylivieska,Ylivieska,1
PONOT,20200721,89610,JUMALISKYLÄ,JUMALISKYLÄ,,,20000301,1,FI1D4,Kainuu,Kajanaland,777,Suomussalmi,Suomussalmi,1
PONOT,20200721,99760,UIMANIEMI,UIMANIEMI,,,19970131,1,FI1D7,Lappi,Lappland,758,Sodankylä,Sodankylä,1
PONOT,20200721,00560,HELSINKI,HELSINGFORS,HKI,HFORS,19961108,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02200,ESPOO,ESBO,,,19880622,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200721,09520,MILLOLA,MILLOLA,,,19961202,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,444,Lohja,Lojo,2
PONOT,20200721,22550,VÅRDÖ,VÅRDÖ,,,19860926,1,FI200,Ahvenanmaa,Åland,941,Vårdö,Vårdö,4
PONOT,20200721,36660,LAITIKKALA,LAITIKKALA,,,19860101,1,FI197,Pirkanmaa,Birkaland,635,Pälkäne,Pälkäne,1
PONOT,20200721,40600,JYVÄSKYLÄ,JYVÄSKYLÄ,JKL,,19881101,1,FI193,Keski-Suomi,Mellersta Finland,179,Jyväskylä,Jyväskylä,1
PONOT,20200721,44300,KONNEVESI,KONNEVESI,,,19881101,1,FI193,Keski-Suomi,Mellersta Finland,275,Konnevesi,Konnevesi,1
PONOT,20200721,48910,KOTKA,KOTKA,,,19970310,1,FI1C4,Kymenlaakso,Kymmenedalen,285,Kotka,Kotka,1
PONOT,20200721,49510,HUSULA,HUSULA,,,19970602,1,FI1C4,Kymenlaakso,Kymmenedalen,075,Hamina,Fredrikshamn,1
PONOT,20200721,54510,URO,URO,,,19860101,1,FI1C5,Etelä-Karjala,Södra Karelen,441,Luumäki,Luumäki,1
PONOT,20200721,68660,PIETARSAARI,JAKOBSTAD,PRS,JBST,19970210,1,FI195,Pohjanmaa,Österbotten,598,Pietarsaari,Jakobstad,2
PONOT,20200721,72810,JYLHÄNKYLÄ,JYLHÄNKYLÄ,,,19870501,1,FI1D2,Pohjois-Savo,Norra Savolax,595,Pielavesi,Pielavesi,1
PONOT,20200721,98660,SALMIVAARA,SALMIVAARA,,,19961101,1,FI1D7,Lappi,Lappland,732,Salla,Salla,1
PONOT,20200721,00036,DINERS CLUB,DINERS CLUB,,,19960101,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,00810,HELSINKI,HELSINGFORS,HKI,HFORS,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200721,02401,KIRKKONUMMI,KYRKSLÄTT,,,19880622,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,257,Kirkkonummi,Kyrkslätt,2
PONOT,20200721,07280,ILOLA,ILLBY,,,19860101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,638,Porvoo,Borgå,2
PONOT,20200721,27160,EURAJOKI,EURAJOKI,,,20071031,1,FI196,Satakunta,Satakunda,051,Eurajoki,Euraåminne,1
PONOT,20200721,34240,KÄMMENNIEMI,KÄMMENNIEMI,,,19970226,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200721,34730,VASKUU,VASKUU,,,19860101,1,FI197,Pirkanmaa,Birkaland,936,Virrat,Virdois,1
PONOT,20200721,44680,LAHNANEN,LAHNANEN,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,931,Viitasaari,Viitasaari,1
PONOT,20200721,69101,KANNUS,KANNUS,,,19961108,2,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,217,Kannus,Kannus,1
PONOT,20200721,69701,VETELI,VETELI,,,19961108,2,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,924,Veteli,Vetil,1
PONOT,20200721,73410,PIEKSÄNKOSKI,PIEKSÄNKOSKI,,,19980504,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200721,92330,KARINKANTA,KARINKANTA,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,748,Siikajoki,Siikajoki,1
PONOT,20200721,95700,PELLO,PELLO,,,19861001,1,FI1D7,Lappi,Lappland,854,Pello,Pello,1
